Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Water_Intake,Daily_Steps,Disease_Prediction
Lion,Exotic,5,Female,136.7 kg,Lethargy,Diarrhea,Eye Discharge,Weakness,2 weeks,Yes,No,Yes,Yes,Yes,No,No,No,Yes,40.4°C,65,5.8 L,2814,Nutritional Deficiency
Lion,Exotic,17,Male,172.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.7°C,42,10.9 L,7275,Healthy
Lion,Exotic,23,Male,113.3 kg,Weakness,Sneezing,Appetite Loss,Lameness,1 week,Yes,Yes,No,No,No,Yes,No,No,No,39.5°C,54,1.9 L,2399,Parasitic Gastritis
Lion,Exotic,1,Female,122.3 kg,Coughing,Fever,Weight Loss,Dehydration,10 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.6°C,73,6.7 L,861,Nutritional Deficiency
Lion,Exotic,1,Female,172.7 kg,Labored Breathing,Coughing,Vomiting,Weight Loss,2 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,40.8°C,70,2.6 L,1051,Bacterial Pneumonia
Lion,Exotic,9,Male,109.2 kg,Vomiting,Diarrhea,Fever,Weight Loss,10 days,Yes,Yes,Yes,No,No,Yes,No,Yes,No,40.1°C,77,2.4 L,2163,Fungal Dermatitis
Lion,Exotic,21,Male,135.4 kg,Lameness,Vomiting,Fever,Sneezing,3 weeks,Yes,Yes,No,No,Yes,Yes,No,No,No,40.1°C,53,5.4 L,2605,Nutritional Deficiency
Lion,Exotic,24,Male,207.1 kg,Nasal Discharge,Lethargy,Coughing,Diarrhea,3 weeks,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,41.1°C,84,8.3 L,2281,Nutritional Deficiency
Lion,Exotic,20,Female,224.6 kg,Lameness,Appetite Loss,Labored Breathing,Vomiting,2 weeks,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,41.5°C,50,4.0 L,3864,Viral Infection
Lion,Exotic,3,Male,237.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,45,13.7 L,6570,Healthy
Lion,Exotic,2,Male,107.0 kg,Coughing,Lameness,Appetite Loss,Fever,10 days,Yes,No,No,Yes,Yes,Yes,No,No,No,40.6°C,84,7.3 L,3087,Viral Infection
Lion,Exotic,15,Female,245.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.9°C,42,16.2 L,8404,Healthy
Lion,Exotic,10,Female,163.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.7°C,44,14.8 L,9848,Healthy
Lion,Exotic,4,Male,164.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,43,14.8 L,5592,Healthy
Lion,Exotic,7,Female,174.2 kg,Eye Discharge,Labored Breathing,Dehydration,Weight Loss,3 weeks,Yes,Yes,No,Yes,Yes,No,No,No,Yes,41.2°C,53,1.1 L,1753,Parasitic Gastritis
Lion,Exotic,6,Male,219.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.1°C,40,17.5 L,5219,Healthy
Lion,Exotic,1,Female,214.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,41,16.1 L,8392,Healthy
Lion,Exotic,15,Female,136.0 kg,Sneezing,Diarrhea,Appetite Loss,Vomiting,1 week,Yes,Yes,Yes,No,No,No,No,Yes,Yes,41.2°C,89,8.6 L,764,Parasitic Gastritis
Lion,Exotic,21,Male,226.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,39.0°C,44,13.2 L,8451,Healthy
Lion,Exotic,18,Female,127.0 kg,Eye Discharge,Weight Loss,Diarrhea,Sneezing,1 week,No,No,Yes,Yes,Yes,No,No,No,Yes,40.7°C,76,8.4 L,1446,Heat Stress
Lion,Exotic,10,Male,184.7 kg,Nasal Discharge,Lameness,Vomiting,Weakness,4 days,Yes,Yes,No,No,No,Yes,No,Yes,No,41.8°C,56,6.3 L,1536,Parasitic Gastritis
Lion,Exotic,15,Male,217.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,39.0°C,42,12.7 L,5241,Healthy
Lion,Exotic,2,Male,203.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.6°C,44,19.6 L,7356,Healthy
Lion,Exotic,24,Female,228.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,46,18.0 L,5071,Healthy
Lion,Exotic,3,Female,228.3 kg,Lethargy,Nasal Discharge,Skin Lesions,Lameness,10 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,41.7°C,72,7.1 L,439,Parasitic Gastritis
Lion,Exotic,24,Female,114.9 kg,Lameness,Coughing,Eye Discharge,Fever,2 weeks,Yes,No,No,Yes,No,Yes,No,No,Yes,40.5°C,56,9.1 L,2446,Parasitic Gastritis
Lion,Exotic,5,Female,219.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.6°C,41,19.1 L,8824,Healthy
Lion,Exotic,10,Female,219.0 kg,Labored Breathing,Vomiting,Nasal Discharge,Weakness,4 days,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,39.8°C,59,9.2 L,3485,Nutritional Deficiency
Lion,Exotic,7,Male,194.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.6°C,48,17.6 L,9413,Healthy
Lion,Exotic,9,Female,157.5 kg,Lethargy,Diarrhea,Weakness,Lameness,4 days,Yes,No,Yes,No,No,Yes,No,No,No,39.3°C,87,3.6 L,745,Viral Infection
Lion,Exotic,12,Male,120.0 kg,Coughing,Labored Breathing,Dehydration,Weakness,2 days,No,Yes,No,Yes,Yes,No,No,No,No,41.8°C,66,9.5 L,1214,Parasitic Gastritis
Lion,Exotic,1,Male,131.9 kg,Coughing,Sneezing,Weight Loss,Labored Breathing,10 days,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,41.1°C,70,5.7 L,1271,Bacterial Pneumonia
Lion,Exotic,24,Female,244.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,39.0°C,40,16.3 L,5033,Healthy
Lion,Exotic,13,Male,158.3 kg,Coughing,Dehydration,Lameness,Appetite Loss,2 days,Yes,No,No,Yes,No,Yes,No,No,No,41.9°C,86,6.1 L,919,Heat Stress
Lion,Exotic,16,Male,144.4 kg,Nasal Discharge,Appetite Loss,Weight Loss,Lameness,1 week,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.1°C,62,8.0 L,1770,Viral Infection
Lion,Exotic,11,Female,164.5 kg,Weakness,Lethargy,Vomiting,Dehydration,1 week,No,Yes,Yes,No,No,No,Yes,Yes,No,41.8°C,86,3.3 L,2264,Heat Stress
Lion,Exotic,4,Male,167.4 kg,Lethargy,Coughing,Labored Breathing,Fever,3 weeks,Yes,No,No,Yes,Yes,No,Yes,No,No,40.1°C,84,7.3 L,646,Parasitic Gastritis
Lion,Exotic,7,Male,139.1 kg,Lameness,Sneezing,Lethargy,Eye Discharge,4 days,Yes,No,No,No,Yes,Yes,No,Yes,Yes,41.6°C,66,7.7 L,3485,Viral Infection
Lion,Exotic,14,Female,248.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.6°C,46,16.3 L,6952,Healthy
Lion,Exotic,22,Female,247.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,39.0°C,47,18.3 L,9461,Healthy
Lion,Exotic,14,Male,178.0 kg,Weakness,Vomiting,Lameness,Coughing,4 days,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,41.3°C,87,6.9 L,1022,Fungal Dermatitis
Lion,Exotic,13,Male,160.8 kg,Weight Loss,Fever,Skin Lesions,Diarrhea,3 weeks,Yes,No,Yes,No,No,No,Yes,Yes,Yes,41.0°C,79,2.7 L,1300,Parasitic Gastritis
Lion,Exotic,20,Female,165.8 kg,Lameness,Labored Breathing,Lethargy,Nasal Discharge,4 days,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,40.1°C,88,7.8 L,2604,Nutritional Deficiency
Lion,Exotic,21,Female,198.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,44,13.2 L,7843,Healthy
Lion,Exotic,22,Female,167.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.8°C,41,12.6 L,9413,Healthy
Lion,Exotic,24,Male,208.4 kg,Dehydration,Appetite Loss,Eye Discharge,Sneezing,1 week,Yes,Yes,No,Yes,No,Yes,No,No,Yes,39.3°C,54,5.8 L,1506,Bacterial Pneumonia
Lion,Exotic,9,Male,238.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,44,19.3 L,6792,Healthy
Lion,Exotic,13,Male,154.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,49,14.0 L,5801,Healthy
Lion,Exotic,9,Female,159.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,45,18.8 L,5517,Healthy
Lion,Exotic,11,Male,121.1 kg,Fever,Appetite Loss,Vomiting,Sneezing,2 weeks,Yes,Yes,No,No,Yes,No,No,Yes,No,40.2°C,83,9.2 L,3642,Parasitic Gastritis
Lion,Exotic,23,Male,167.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,46,14.9 L,5567,Healthy
Lion,Exotic,18,Female,194.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.1°C,48,17.6 L,6337,Healthy
Lion,Exotic,11,Male,172.7 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,40,16.2 L,9585,Healthy
Lion,Exotic,8,Male,171.6 kg,Eye Discharge,Coughing,Labored Breathing,Weakness,1 week,No,No,No,Yes,Yes,No,No,No,Yes,39.6°C,81,4.4 L,3001,Fungal Dermatitis
Lion,Exotic,12,Female,159.3 kg,Nasal Discharge,Vomiting,Labored Breathing,Lameness,1 week,Yes,Yes,No,No,Yes,Yes,No,Yes,No,40.9°C,78,1.2 L,1688,Fungal Dermatitis
Lion,Exotic,11,Female,212.8 kg,Diarrhea,Weight Loss,Lameness,Weakness,1 week,No,No,Yes,Yes,No,Yes,No,No,No,40.1°C,85,7.0 L,3119,Nutritional Deficiency
Lion,Exotic,7,Female,216.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.8°C,41,16.1 L,6548,Healthy
Lion,Exotic,11,Male,207.3 kg,Labored Breathing,Vomiting,Coughing,Appetite Loss,1 week,Yes,Yes,No,Yes,Yes,No,No,No,No,40.6°C,65,9.3 L,3922,Viral Infection
Lion,Exotic,1,Female,221.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,44,17.9 L,6455,Healthy
Lion,Exotic,21,Female,231.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,42,13.3 L,8942,Healthy
Lion,Exotic,1,Female,217.6 kg,Fever,Skin Lesions,Labored Breathing,Vomiting,3 weeks,Yes,Yes,No,No,Yes,Yes,Yes,No,No,41.7°C,57,2.1 L,2212,Viral Infection
Lion,Exotic,18,Male,193.2 kg,Sneezing,Fever,Eye Discharge,Nasal Discharge,3 weeks,No,Yes,No,No,No,Yes,No,Yes,Yes,41.2°C,67,5.3 L,2302,Heat Stress
Lion,Exotic,3,Male,213.1 kg,Weight Loss,Sneezing,Vomiting,Skin Lesions,3 weeks,No,Yes,No,No,Yes,No,Yes,No,Yes,41.0°C,54,6.0 L,1283,Nutritional Deficiency
Lion,Exotic,17,Female,222.1 kg,Coughing,Lethargy,Fever,Dehydration,1 week,Yes,Yes,Yes,Yes,No,No,No,Yes,No,39.5°C,78,8.3 L,668,Heat Stress
Lion,Exotic,19,Male,211.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,41,10.7 L,6721,Healthy
Lion,Exotic,21,Male,224.7 kg,Skin Lesions,Appetite Loss,Dehydration,Lameness,2 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,41.0°C,81,2.0 L,1976,Bacterial Pneumonia
Lion,Exotic,1,Male,162.9 kg,Skin Lesions,Weight Loss,Lameness,Weakness,2 weeks,Yes,No,No,No,No,Yes,Yes,No,No,40.0°C,53,3.4 L,3090,Viral Infection
Lion,Exotic,1,Male,240.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,39.0°C,45,11.5 L,5819,Healthy
Lion,Exotic,19,Female,190.4 kg,Sneezing,Fever,Appetite Loss,Coughing,10 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.3°C,87,7.5 L,680,Nutritional Deficiency
Lion,Exotic,10,Female,146.0 kg,Lethargy,Labored Breathing,Weight Loss,Nasal Discharge,2 days,Yes,No,Yes,Yes,Yes,No,No,Yes,No,40.2°C,86,6.7 L,2950,Heat Stress
Lion,Exotic,4,Male,113.8 kg,Weight Loss,Lameness,Sneezing,Dehydration,4 days,No,No,Yes,No,No,Yes,No,No,No,39.3°C,52,8.1 L,941,Parasitic Gastritis
Lion,Exotic,15,Male,194.7 kg,Nasal Discharge,Diarrhea,Sneezing,Coughing,3 weeks,Yes,No,Yes,Yes,No,No,No,Yes,No,39.4°C,82,4.8 L,2920,Parasitic Gastritis
Lion,Exotic,7,Female,148.7 kg,Coughing,Diarrhea,Dehydration,Sneezing,4 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.3°C,53,5.7 L,2799,Heat Stress
Lion,Exotic,3,Male,235.0 kg,Labored Breathing,Weight Loss,Eye Discharge,Lethargy,2 weeks,Yes,Yes,Yes,No,Yes,No,No,No,Yes,39.3°C,66,2.9 L,3765,Heat Stress
Lion,Exotic,3,Male,246.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,45,11.6 L,8631,Healthy
Lion,Exotic,2,Male,238.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.6°C,46,11.8 L,5118,Healthy
Lion,Exotic,19,Female,171.9 kg,Vomiting,Weight Loss,Diarrhea,Labored Breathing,2 weeks,Yes,Yes,Yes,Yes,Yes,No,No,No,No,41.4°C,85,3.2 L,1548,Parasitic Gastritis
Lion,Exotic,12,Female,106.9 kg,Appetite Loss,Weight Loss,Lethargy,Lameness,10 days,Yes,No,No,No,No,Yes,No,Yes,No,41.3°C,87,8.1 L,3391,Viral Infection
Lion,Exotic,15,Female,168.7 kg,Diarrhea,Weight Loss,Lethargy,Eye Discharge,1 week,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,41.6°C,67,1.2 L,3454,Nutritional Deficiency
Lion,Exotic,14,Female,233.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.7°C,46,14.1 L,8932,Healthy
Lion,Exotic,19,Male,219.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,39.0°C,43,17.0 L,9924,Healthy
Lion,Exotic,13,Female,126.5 kg,Weight Loss,Weakness,Eye Discharge,Nasal Discharge,2 weeks,Yes,No,No,No,Yes,Yes,No,Yes,Yes,39.2°C,56,8.1 L,3184,Nutritional Deficiency
Lion,Exotic,9,Female,230.8 kg,Appetite Loss,Weight Loss,Dehydration,Diarrhea,2 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,58,9.7 L,3599,Fungal Dermatitis
Lion,Exotic,13,Male,171.9 kg,Appetite Loss,Lethargy,Diarrhea,Weight Loss,1 week,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,41.1°C,56,5.0 L,3088,Nutritional Deficiency
Lion,Exotic,9,Male,140.6 kg,Nasal Discharge,Vomiting,Labored Breathing,Sneezing,2 weeks,Yes,Yes,Yes,No,Yes,No,No,Yes,No,41.2°C,56,8.3 L,2065,Parasitic Gastritis
Lion,Exotic,19,Female,132.5 kg,Dehydration,Coughing,Sneezing,Weight Loss,3 weeks,Yes,No,No,Yes,No,Yes,Yes,No,No,40.6°C,86,8.4 L,1170,Nutritional Deficiency
Lion,Exotic,17,Male,217.2 kg,Lethargy,Nasal Discharge,Coughing,Labored Breathing,4 days,Yes,No,No,Yes,Yes,No,Yes,Yes,No,41.2°C,58,4.1 L,1349,Nutritional Deficiency
Lion,Exotic,10,Male,130.1 kg,Lameness,Eye Discharge,Weakness,Labored Breathing,3 weeks,Yes,Yes,No,No,Yes,Yes,No,No,Yes,41.8°C,81,4.4 L,1835,Viral Infection
Lion,Exotic,8,Female,194.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.1°C,45,15.9 L,7189,Healthy
Lion,Exotic,10,Female,156.8 kg,Eye Discharge,Dehydration,Labored Breathing,Appetite Loss,2 days,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,39.8°C,84,8.8 L,1696,Bacterial Pneumonia
Lion,Exotic,15,Female,237.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,48,12.3 L,6453,Healthy
Lion,Exotic,7,Female,231.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,46,18.4 L,7045,Healthy
Lion,Exotic,12,Female,172.7 kg,Eye Discharge,Diarrhea,Skin Lesions,Sneezing,2 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,39.9°C,52,3.4 L,1303,Parasitic Gastritis
Lion,Exotic,11,Female,224.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.8°C,48,14.5 L,8464,Healthy
Lion,Exotic,2,Male,212.3 kg,Dehydration,Skin Lesions,Vomiting,Appetite Loss,1 week,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,40.0°C,84,3.1 L,3181,Nutritional Deficiency
Lion,Exotic,12,Female,120.4 kg,Lethargy,Sneezing,Coughing,Nasal Discharge,3 weeks,No,No,Yes,Yes,No,Yes,No,Yes,No,41.2°C,70,9.4 L,3169,Bacterial Pneumonia
Lion,Exotic,8,Male,221.7 kg,Lameness,Lethargy,Vomiting,Weight Loss,1 week,No,Yes,No,No,No,Yes,No,No,Yes,39.5°C,62,9.0 L,853,Parasitic Gastritis
Lion,Exotic,14,Male,198.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.6°C,40,15.0 L,7697,Healthy
Lion,Exotic,1,Male,167.8 kg,Appetite Loss,Lameness,Diarrhea,Coughing,2 weeks,Yes,Yes,Yes,Yes,No,Yes,No,No,No,39.7°C,70,2.3 L,2360,Parasitic Gastritis
Lion,Exotic,14,Female,162.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,47,16.0 L,9880,Healthy
Lion,Exotic,20,Male,195.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.9°C,48,12.0 L,8989,Healthy
Lion,Exotic,14,Female,227.2 kg,Lameness,Eye Discharge,Dehydration,Lethargy,10 days,Yes,No,Yes,No,No,Yes,No,No,Yes,39.0°C,52,6.0 L,3478,Heat Stress
Lion,Exotic,21,Male,186.6 kg,Eye Discharge,Dehydration,Labored Breathing,Diarrhea,1 week,Yes,Yes,Yes,No,Yes,No,No,No,Yes,41.8°C,64,7.3 L,2680,Parasitic Gastritis
Lion,Exotic,9,Male,216.0 kg,Eye Discharge,Lameness,Lethargy,Coughing,2 weeks,No,No,No,Yes,Yes,Yes,No,No,Yes,40.8°C,84,7.2 L,2434,Parasitic Gastritis
Lion,Exotic,21,Female,168.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,49,12.4 L,7164,Healthy
Lion,Exotic,5,Male,131.5 kg,Skin Lesions,Nasal Discharge,Fever,Weight Loss,1 week,No,Yes,No,No,Yes,No,Yes,Yes,No,41.4°C,85,5.7 L,3789,Bacterial Pneumonia
Lion,Exotic,18,Female,193.8 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,47,18.3 L,7255,Healthy
Lion,Exotic,21,Male,156.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.6°C,43,11.9 L,5967,Healthy
Lion,Exotic,14,Male,207.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,43,13.0 L,5597,Healthy
Lion,Exotic,16,Female,192.2 kg,Diarrhea,Sneezing,Skin Lesions,Lethargy,2 weeks,Yes,No,Yes,No,No,No,Yes,Yes,Yes,39.7°C,50,8.8 L,2064,Heat Stress
Lion,Exotic,12,Female,213.2 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,40,10.7 L,5455,Healthy
Lion,Exotic,9,Female,119.2 kg,Coughing,Appetite Loss,Skin Lesions,Lethargy,4 days,Yes,No,No,Yes,No,Yes,Yes,No,No,41.6°C,73,3.1 L,3770,Heat Stress
Lion,Exotic,13,Male,204.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.8°C,42,17.2 L,8135,Healthy
Lion,Exotic,8,Male,122.8 kg,Lameness,Labored Breathing,Fever,Dehydration,2 weeks,Yes,Yes,No,No,Yes,Yes,No,No,No,40.5°C,51,2.6 L,3332,Bacterial Pneumonia
Lion,Exotic,1,Female,208.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.8°C,48,12.4 L,5327,Healthy
Lion,Exotic,12,Male,190.1 kg,Weakness,Skin Lesions,Labored Breathing,Weight Loss,10 days,Yes,No,Yes,No,Yes,No,Yes,No,No,41.5°C,59,6.2 L,2886,Fungal Dermatitis
Lion,Exotic,4,Male,197.4 kg,Sneezing,Nasal Discharge,Eye Discharge,Diarrhea,4 days,Yes,No,Yes,Yes,No,No,No,Yes,Yes,41.2°C,87,9.0 L,3828,Nutritional Deficiency
Lion,Exotic,1,Female,191.4 kg,Weight Loss,Vomiting,Lethargy,Nasal Discharge,3 weeks,Yes,Yes,No,No,No,Yes,No,Yes,No,40.0°C,60,3.6 L,3187,Nutritional Deficiency
Lion,Exotic,19,Male,235.9 kg,Weakness,Weight Loss,Dehydration,Coughing,2 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,40.1°C,61,8.2 L,3707,Parasitic Gastritis
Lion,Exotic,10,Male,187.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,45,18.2 L,9825,Healthy
Lion,Exotic,4,Female,217.2 kg,Vomiting,Skin Lesions,Eye Discharge,Diarrhea,2 weeks,Yes,Yes,Yes,No,No,No,Yes,No,Yes,41.6°C,84,4.3 L,3006,Fungal Dermatitis
Lion,Exotic,18,Male,212.7 kg,Appetite Loss,Nasal Discharge,Weight Loss,Lameness,2 weeks,Yes,Yes,No,No,No,Yes,No,Yes,Yes,39.7°C,89,7.8 L,3554,Heat Stress
Lion,Exotic,6,Female,235.9 kg,Weight Loss,Coughing,Dehydration,Nasal Discharge,1 week,Yes,Yes,No,Yes,Yes,No,No,Yes,No,40.7°C,89,2.1 L,2186,Bacterial Pneumonia
Lion,Exotic,16,Female,242.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,47,18.5 L,9411,Healthy
Lion,Exotic,17,Male,172.9 kg,Eye Discharge,Fever,Dehydration,Diarrhea,2 days,Yes,No,Yes,Yes,No,No,No,No,Yes,41.5°C,70,1.9 L,1090,Fungal Dermatitis
Lion,Exotic,15,Male,221.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.9°C,46,12.3 L,7829,Healthy
Lion,Exotic,1,Male,160.7 kg,Dehydration,Lameness,Eye Discharge,Sneezing,1 week,No,Yes,No,No,No,Yes,Yes,No,Yes,39.6°C,88,4.6 L,2498,Fungal Dermatitis
Lion,Exotic,9,Male,160.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.0°C,42,18.0 L,7177,Healthy
Lion,Exotic,17,Female,217.2 kg,Vomiting,Diarrhea,Eye Discharge,Nasal Discharge,2 days,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,40.4°C,58,3.0 L,2730,Fungal Dermatitis
Lion,Exotic,18,Female,108.0 kg,Lameness,Diarrhea,Lethargy,Labored Breathing,2 weeks,Yes,No,Yes,Yes,Yes,Yes,No,No,No,39.5°C,73,1.0 L,976,Fungal Dermatitis
Lion,Exotic,13,Male,146.6 kg,Appetite Loss,Vomiting,Fever,Coughing,1 week,Yes,Yes,No,Yes,No,Yes,No,No,No,41.3°C,88,7.0 L,3455,Parasitic Gastritis
Lion,Exotic,20,Female,175.6 kg,Eye Discharge,Skin Lesions,Sneezing,Dehydration,2 weeks,Yes,No,No,No,No,No,Yes,No,Yes,40.8°C,85,9.4 L,1987,Fungal Dermatitis
Lion,Exotic,2,Female,180.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.9°C,41,15.8 L,7022,Healthy
Lion,Exotic,17,Male,246.1 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,47,13.1 L,9287,Healthy
Lion,Exotic,21,Male,201.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.1°C,48,15.2 L,8040,Healthy
Lion,Exotic,2,Female,229.0 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.3°C,48,12.8 L,7558,Healthy
Lion,Exotic,17,Female,225.1 kg,Eye Discharge,Nasal Discharge,Lethargy,Sneezing,2 weeks,Yes,No,No,No,Yes,No,No,Yes,Yes,41.8°C,71,9.4 L,3815,Nutritional Deficiency
Lion,Exotic,11,Female,204.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.2°C,41,12.1 L,6702,Healthy
Lion,Exotic,14,Female,194.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,48,14.7 L,6713,Healthy
Lion,Exotic,12,Female,154.4 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,43,19.1 L,7607,Healthy
Lion,Exotic,15,Female,154.5 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.4°C,40,15.3 L,6070,Healthy
Lion,Exotic,24,Male,166.3 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,49,16.7 L,7051,Healthy
Lion,Exotic,17,Female,185.3 kg,Lethargy,Weight Loss,Eye Discharge,Coughing,1 week,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,41.0°C,85,8.6 L,1227,Viral Infection
Lion,Exotic,11,Female,185.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.7°C,49,19.1 L,8631,Healthy
Lion,Exotic,23,Male,122.8 kg,Nasal Discharge,Eye Discharge,Lethargy,Skin Lesions,3 weeks,No,No,No,No,No,No,Yes,Yes,Yes,40.8°C,68,3.0 L,3934,Fungal Dermatitis
Lion,Exotic,1,Female,111.5 kg,Fever,Skin Lesions,Diarrhea,Labored Breathing,3 weeks,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,41.4°C,74,6.6 L,3105,Nutritional Deficiency
Lion,Exotic,2,Male,132.4 kg,Weight Loss,Diarrhea,Fever,Skin Lesions,4 days,Yes,No,Yes,No,No,No,Yes,No,Yes,39.1°C,59,1.1 L,2101,Fungal Dermatitis
Lion,Exotic,21,Female,210.6 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.5°C,44,13.6 L,9227,Healthy
Lion,Exotic,19,Male,222.0 kg,Nasal Discharge,Eye Discharge,Dehydration,Diarrhea,1 week,Yes,No,Yes,No,No,No,No,Yes,Yes,40.1°C,65,2.1 L,2577,Parasitic Gastritis
Lion,Exotic,12,Male,188.9 kg,None,None,None,None,None,No,No,No,No,No,No,No,No,No,38.7°C,40,19.3 L,9324,Healthy
Lion,Exotic,4,Female,133.1 kg,Nasal Discharge,Fever,Lameness,Sneezing,2 weeks,Yes,No,No,No,No,Yes,No,Yes,No,41.2°C,84,4.9 L,2482,Parasitic Gastritis
